5.675,594.18
5.675,594.18
6.453,12213.699999999999
6.529,16505.0
6.529,16505.0
6.529,16505.0
6.529,16505.0
8.029,6651.514999999999
8.029,6651.514999999999
8.598,148.545
8.598,148.545
8.598,148.545
8.598,148.545
8.655,0.0
8.655,0.0
10.308,5232.085
10.308,5232.085
10.308,5232.085
10.308,5232.085
11.233,3053.4249999999997
11.233,3053.4249999999997
11.233,3053.4249999999997
11.233,3053.4249999999997
11.364,3697.12
11.364,3697.12
11.816,0.0
11.816,0.0
11.816,0.0
11.816,0.0
12.594,0.0
12.594,0.0
12.711,33.01
12.711,33.01
12.711,33.01
12.711,33.01
12.927,2294.1949999999997
13.079,1386.4199999999998
13.079,1386.4199999999998
13.079,1386.4199999999998
13.079,1386.4199999999998
13.117,1733.0249999999999
13.117,1733.0249999999999
13.117,1733.0249999999999
13.117,1733.0249999999999
13.117,1733.0249999999999
13.117,1733.0249999999999
13.117,1733.0249999999999
13.117,1733.0249999999999
14.128,16.505
14.128,16.505
14.128,16.505
14.128,16.505
14.267,16.505
14.267,16.505
14.267,16.505
14.267,16.505
14.267,16.505
14.267,16.505
14.267,16.505
14.267,16.505
14.953,0.0
14.953,0.0
14.953,0.0
14.953,0.0
