3.768,1323.42
3.768,1323.42
3.768,1323.42
3.768,1323.42
6.12,3135.93
6.12,3135.93
6.173,3035.235
6.173,3035.235
6.173,3035.235
6.173,3035.235
7.189,5063.5199999999995
7.189,5063.5199999999995
7.189,5063.5199999999995
7.189,5063.5199999999995
7.189,5063.5199999999995
7.189,5063.5199999999995
7.189,5063.5199999999995
7.189,5063.5199999999995
7.279,5336.835
7.279,5336.835
7.279,5336.835
7.279,5336.835
7.541,1366.575
7.541,1366.575
7.541,1366.575
7.541,1366.575
8.659,14385.0
8.659,14385.0
8.809,13579.44
9.446,0.0
9.446,0.0
9.446,0.0
9.446,0.0
9.515,14.385
9.515,14.385
9.515,14.385
9.515,14.385
9.515,14.385
9.515,14.385
9.515,14.385
9.515,14.385
9.717,0.0
9.717,0.0
9.818,0.0
9.818,0.0
10.641,589.785
10.641,589.785
10.641,589.785
10.641,589.785
10.641,589.785
10.641,589.785
10.641,589.785
10.641,589.785
10.733,575.4
10.733,575.4
10.733,575.4
10.733,575.4
11.263,1683.045
11.263,1683.045
11.263,1683.045
11.263,1683.045
11.263,1683.045
11.263,1683.045
11.263,1683.045
11.263,1683.045
11.321,1006.9499999999999
11.321,1006.9499999999999
11.321,1006.9499999999999
11.321,1006.9499999999999
11.436,1496.04
11.436,1496.04
11.436,1496.04
11.436,1496.04
12.257,9537.255
12.257,9537.255
12.364,9235.17
12.364,9235.17
12.364,9235.17
12.364,9235.17
12.828,28.77
12.828,28.77
12.828,28.77
12.828,28.77
12.828,28.77
12.828,28.77
12.828,28.77
12.828,28.77
12.879,43.155
12.879,43.155
12.879,43.155
12.879,43.155
12.879,43.155
12.879,43.155
12.879,43.155
12.879,43.155
12.98,14.385
12.98,14.385
12.98,14.385
12.98,14.385
12.98,14.385
12.98,14.385
12.98,14.385
12.98,14.385
13.029,0.0
13.029,0.0
13.029,0.0
13.029,0.0
13.105,0.0
13.105,0.0
13.105,0.0
13.105,0.0
13.105,0.0
13.105,0.0
13.105,0.0
13.105,0.0
13.711,230.16
13.711,230.16
13.711,230.16
13.711,230.16
13.735,230.16
13.735,230.16
13.735,230.16
13.735,230.16
13.925,215.775
13.925,215.775
13.925,215.775
13.925,215.775
14.27,575.4
14.27,575.4
14.27,575.4
14.27,575.4
14.27,575.4
14.27,575.4
14.27,575.4
14.27,575.4
14.362,489.09
14.362,489.09
14.362,489.09
14.362,489.09
14.406,0.0
14.406,0.0
14.406,0.0
14.406,0.0
14.406,0.0
14.406,0.0
14.406,0.0
14.406,0.0
14.588,0.0
14.588,0.0
14.588,0.0
14.588,0.0
