0.498794203	0
0.498944556	0
0.499095016	0
0.499245581	0
0.499396252	0
0.499547029	0
0.499697913	0
0.499848903	0
0.5	0
0.500151203	1
0.500302513	1
0.50045393	1
0.500605454	2
0.500757085	2
0.500908823	2
0.501060668	2
0.50121262	2
0.50136468	1
0.501516848	1
0.501669123	1
0.501821506	1
0.501973997	1
0.502126596	1
0.502279303	1
0.502432119	1
0.502585042	1
0.502738074	1
0.502891215	1
0.503044464	1
0.503197822	2
0.503351289	2
0.503504865	2
0.50365855	2
0.503812344	2
0.503966248	2
0.504120261	2
0.504274383	2
0.504428615	2
0.504582957	1
0.504737409	1
0.50489197	1
0.505046642	1
0.505201424	0
0.505356316	0
0.505511319	0
0.505666432	0
0.505821656	0
0.50597699	0
0.506132436	0
0.506287992	0
0.506443659	0
0.506599438	0
0.506755328	0
0.506911329	0
0.507067442	0
0.507223667	0
0.507380003	0
0.507536451	0
0.507693011	0
0.507849683	1
0.508006468	1
0.508163365	1
0.508320374	2
0.508477495	2
0.50863473	3
0.508792077	4
0.508949537	4
0.50910711	4
0.509264796	4
0.509422596	4
0.509580508	4
0.509738534	4
0.509896674	3
0.510054928	3
0.510213295	2
0.510371776	2
0.510530371	2
0.510689081	1
0.510847905	1
0.511006843	1
0.511165895	1
0.511325062	1
0.511484344	2
0.511643741	2
0.511803253	2
0.51196288	3
0.512122622	3
0.512282479	3
0.512442452	4
0.51260254	4
0.512762745	4
0.512923064	3
0.5130835	3
0.513244052	3
0.51340472	2
0.513565504	2
0.513726405	1
0.513887422	1
0.514048556	1
0.514209806	0
0.514371174	0
0.514532658	0
0.51469426	0
0.514855979	0
0.515017815	0
0.515179768	0
0.515341839	0
0.515504028	0
0.515666335	0
0.51582876	0
0.515991302	1
0.516153963	1
0.516316742	1
0.51647964	1
0.516642656	1
0.516805791	1
0.516969045	1
0.517132418	1
0.51729591	1
0.51745952	1
0.517623251	1
0.5177871	1
0.517951069	1
0.518115158	2
0.518279367	2
0.518443695	2
0.518608144	3
0.518772713	3
0.518937402	3
0.519102211	4
0.519267141	4
0.519432192	4
0.519597364	4
0.519762656	4
0.519928069	4
0.520093604	4
0.52025926	3
0.520425037	3
0.520590936	3
0.520756956	3
0.520923099	2
0.521089363	2
0.521255749	2
0.521422258	2
0.521588889	2
0.521755642	2
0.521922518	2
0.522089516	2
0.522256637	2
0.522423881	3
0.522591249	3
0.522758739	3
0.522926353	3
0.52309409	3
0.523261951	3
0.523429936	3
0.523598044	3
0.523766277	3
0.523934633	3
0.524103114	3
0.524271719	3
0.524440449	3
0.524609303	3
0.524778282	3
0.524947386	3
0.525116615	3
0.525285969	3
0.525455448	3
0.525625053	2
0.525794783	2
0.525964639	2
0.526134621	2
0.526304729	1
0.526474962	1
0.526645322	1
0.526815809	2
0.526986422	2
0.527157161	2
0.527328027	3
0.52749902	3
0.52767014	4
0.527841388	5
0.528012762	5
0.528184264	6
0.528355893	7
0.52852765	7
0.528699535	7
0.528871548	7
0.529043689	7
0.529215958	6
0.529388356	6
0.529560882	5
0.529733537	4
0.52990632	4
0.530079232	3
0.530252274	3
0.530425444	2
0.530598744	2
0.530772174	3
0.530945733	3
0.531119421	4
0.53129324	5
0.531467188	6
0.531641267	7
0.531815476	8
0.531989815	9
0.532164285	10
0.532338886	11
0.532513617	12
0.532688479	12
0.532863473	12
0.533038598	11
0.533213854	11
0.533389242	10
0.533564761	8
0.533740412	7
0.533916195	6
0.534092111	5
0.534268158	4
0.534444338	4
0.53462065	3
0.534797095	3
0.534973673	4
0.535150384	4
0.535327228	5
0.535504205	5
0.535681316	5
0.53585856	6
0.536035938	6
0.536213449	5
0.536391095	5
0.536568874	4
0.536746788	4
0.536924836	3
0.537103019	3
0.537281336	2
0.537459788	2
0.537638376	2
0.537817098	2
0.537995955	3
0.538174948	3
0.538354077	4
0.538533341	4
0.538712741	5
0.538892277	5
0.539071949	5
0.539251758	6
0.539431703	6
0.539611784	6
0.539792002	6
0.539972357	6
0.540152849	6
0.540333478	6
0.540514245	5
0.540695149	5
0.540876191	5
0.54105737	4
0.541238687	4
0.541420143	3
0.541601736	2
0.541783468	2
0.541965339	1
0.542147348	1
0.542329496	1
0.542511782	0
0.542694208	0
0.542876774	0
0.543059478	0
0.543242323	0
0.543425307	0
0.543608431	0
0.543791695	0
0.543975099	0
0.544158643	0
0.544342328	0
0.544526154	1
0.54471012	1
0.544894227	1
0.545078476	2
0.545262865	2
0.545447396	2
0.545632069	3
0.545816883	3
0.54600184	4
0.546186938	4
0.546372178	4
0.546557561	4
0.546743087	4
0.546928755	3
0.547114565	3
0.547300519	3
0.547486616	3
0.547672856	3
0.54785924	3
0.548045767	3
0.548232438	3
0.548419253	3
0.548606212	4
0.548793316	4
0.548980563	4
0.549167955	4
0.549355492	4
0.549543174	4
0.549731001	4
0.549918973	4
0.55010709	4
0.550295353	4
0.550483762	4
0.550672316	4
0.550861017	4
0.551049863	4
0.551238856	5
0.551427995	5
0.551617281	6
0.551806714	7
0.551996294	8
0.552186021	8
0.552375895	9
0.552565917	9
0.552756086	9
0.552946403	9
0.553136868	8
0.553327482	7
0.553518243	6
0.553709153	5
0.553900212	4
0.554091419	3
0.554282775	2
0.554474281	1
0.554665935	1
0.554857739	1
0.555049693	0
0.555241797	0
0.55543405	0
0.555626454	0
0.555819007	0
0.556011712	0
0.556204567	1
0.556397572	1
0.556590729	1
0.556784037	2
0.556977496	3
0.557171106	3
0.557364868	4
0.557558782	6
0.557752848	7
0.557947066	8
0.558141437	10
0.55833596	11
0.558530635	12
0.558725464	12
0.558920445	13
0.559115579	13
0.559310867	12
0.559506309	11
0.559701904	10
0.559897653	9
0.560093556	8
0.560289613	7
0.560485825	7
0.560682191	6
0.560878712	6
0.561075387	6
0.561272218	6
0.561469204	7
0.561666346	7
0.561863643	8
0.562061096	9
0.562258705	10
0.56245647	11
0.562654391	12
0.562852469	12
0.563050704	12
0.563249095	12
0.563447643	11
0.563646349	9
0.563845212	8
0.564044233	7
0.564243411	6
0.564442747	5
0.564642241	4
0.564841894	3
0.565041705	3
0.565241675	3
0.565441803	3
0.565642091	3
0.565842537	3
0.566043144	2
0.566243909	2
0.566444834	2
0.56664592	2
0.566847165	1
0.567048571	1
0.567250137	1
0.567451863	1
0.567653751	0
0.5678558	0
0.568058009	0
0.56826038	0
0.568462913	0
0.568665607	0
0.568868464	0
0.569071482	0
0.569274663	0
0.569478006	0
0.569681512	0
0.569885181	0
0.570089013	0
0.570293008	0
0.570497167	0
0.570701489	0
0.570905975	0
0.571110625	0
0.571315439	0
0.571520417	0
0.571725561	1
0.571930868	1
0.572136341	1
0.572341979	1
0.572547782	2
0.572753751	2
0.572959885	2
0.573166186	2
0.573372652	3
0.573579285	3
